10	2.900000	 0.700000	 0.550000
20	36.450001	 0.850000	 0.750000
30	110.150009	 0.800000	 0.650000
40	990.599854	 0.550000	 0.850000
50	1870.800171	 0.300000	 0.800000
60	12542.101562	 0.600000	 0.650000
70	23317.750000	 0.750000	 0.700000
80	114324.593750	 0.750000	 0.800000
90	84145.593750	 0.750000	 0.700000
100	877977.750000	 0.800000	 0.850000
