100	7.242752	7.516009
200	3.067572	9.913300
300	6.637256	14.614242
400	6.870876	17.478479
500	7.938827	24.071264
600	11.152500	25.465578
700	9.971264	30.182421
800	11.505354	31.722187
900	13.226050	36.252136
1000	14.858565	40.722755
1100	14.900628	44.570034
1200	15.294122	48.301029
1300	17.524492	46.692101
1400	17.042881	51.497810
1500	17.129129	56.377205
1600	18.542900	57.742439
1700	18.802366	61.774273
1800	19.252659	65.933372
1900	21.951239	67.484261
2000	20.398790	68.922821
2100	21.648937	71.329010
2200	21.861853	69.024918
2300	23.213085	71.934624
2400	23.471535	75.792015
2500	23.946451	80.000275
2600	24.723679	82.127068
2700	26.660372	85.299042
2800	26.289961	81.383392
2900	23.635368	85.806595
3000	25.763939	88.049812
3100	26.785664	89.882629
3200	26.687353	91.646576
3300	27.967127	96.120415
3400	29.546911	101.504517
3500	29.458704	103.825623
3600	31.298956	104.509644
3700	31.161114	106.531380
3800	32.623810	109.348869
3900	34.223244	114.244316
4000	34.151909	114.076950
4100	33.954826	112.995354
4200	38.634247	119.116219
4300	36.909878	120.056366
4400	36.953644	122.556244
4500	37.509178	127.837975
4600	39.657249	128.002472
4700	40.392082	132.707260
4800	40.866806	137.015518
4900	43.205097	138.055283
5000	42.149487	142.575500
5100	44.495289	139.720734
5200	43.831207	146.080505
5300	44.724636	154.428909
5400	45.626091	152.545547
5500	44.802181	159.819717
5600	47.301373	158.809219
5700	48.166130	161.496155
5800	49.799229	165.570404
5900	49.915371	166.828552
6000	50.353710	176.228317
6100	51.575836	173.230545
6200	51.818756	174.741821
6300	52.402882	178.978821
6400	53.389412	179.453781
6500	54.617935	188.142670
6600	55.779232	191.716034
6700	55.589565	191.029358
6800	55.580624	198.145508
6900	57.008648	205.117722
7000	57.697765	207.431000
7100	60.023335	205.621063
7200	58.935730	203.878845
7300	61.714500	206.281189
7400	60.387356	211.393539
7500	62.318966	215.991013
7600	62.516556	214.553116
7700	63.913055	214.982925
7800	64.555183	219.795120
7900	65.211334	226.672958
8000	66.601326	225.362961
8100	68.385529	224.441101
8200	67.700165	224.395752
8300	68.527603	228.167984
8400	70.072960	231.349579
8500	70.470184	233.610992
8600	71.152565	238.056656
8700	72.539650	236.118591
8800	73.274879	244.905701
8900	72.493172	246.839737
9000	73.779121	253.094849
9100	74.332008	255.105118
9200	75.998878	255.608078
9300	77.344193	259.014862
9400	77.204285	265.022858
9500	76.987709	266.303192
9600	79.418503	273.293854
9700	79.720352	271.285736
9800	81.312271	276.061096
9900	82.742958	281.877960
