100	93.757446	36.500435
200	163.263779	42.353657
300	199.036682	43.603043
400	205.985168	70.883270
500	215.090744	66.440094
600	224.122711	69.778511
700	246.207260	93.473618
800	283.630859	84.638977
900	315.783600	194.200500
1000	433.111053	200.081329
1100	404.305847	155.999100
1200	429.912689	226.140869
1300	462.273224	211.144745
1400	511.552429	285.857269
1500	534.966553	287.627228
1600	634.045288	504.075378
1700	615.552856	709.330444
1800	656.602600	1001.715576
1900	730.084290	628.860413
2000	728.202393	664.069580
2100	764.501160	1290.839600
2200	813.895874	306.326538
2300	851.169800	3148.805664
2400	881.760193	3277.107178
2500	926.482666	778.897339
2600	958.910034	1648.030762
2700	998.750244	864.150940
2800	1032.938599	1478.023438
2900	1086.248291	694.488464
3000	1121.104736	1912.650024
3100	1162.733887	702.291260
3200	1197.470947	548.899597
3300	1246.552002	1264.308350
3400	1280.271118	1109.838013
3500	1865.928101	634.290955
3600	1348.119629	769.792786
3700	1462.843384	3040.848633
3800	1441.004272	1556.336304
3900	1471.072510	2529.859619
4000	1497.715576	1238.789062
4100	1535.165649	1984.907837
4200	1580.779541	4314.788086
4300	1625.234985	1412.387939
4400	1667.510010	2021.011719
4500	1741.375977	3550.083740
4600	1727.187988	2665.362793
4700	1783.063232	2003.135132
4800	1822.072021	3403.382568
4900	1870.979492	2455.481689
5000	1881.353394	3719.255859
5100	1941.217651	2915.903320
5200	1976.144409	4543.333008
5300	2011.170166	3592.650879
5400	2067.799561	4683.243164
5500	2102.545410	2205.042969
5600	2148.352295	8214.667969
5700	2179.186523	1846.696899
5800	2221.420654	9920.084961
5900	2260.968750	2764.448242
6000	2293.162109	3935.318359
6100	2361.660889	4324.072266
6200	2375.589111	5128.514648
6300	2428.101562	3292.392090
6400	2462.506836	3595.040283
6500	2518.507080	5445.266602
6600	2524.826416	10717.516602
6700	2572.936768	5883.690918
6800	2626.033447	8930.460938
6900	2705.206055	2454.454834
7000	2702.791016	11518.582031
7100	2750.505127	7022.669922
7200	2762.435303	1289.754395
7300	2839.188232	4479.407227
7400	2851.590088	3883.022705
7500	2895.794678	6905.261719
7600	2981.593018	2997.078125
7700	3017.123535	5358.964844
7800	3024.241943	9666.335938
7900	3054.780762	2773.289795
8000	3108.867432	13264.089844
8100	3152.880371	42072.039062
8200	3165.253906	6084.226074
8300	3195.646240	10528.395508
8400	3268.533691	8724.148438
8500	3330.254639	17827.031250
8600	3357.197998	13441.879883
8700	3388.830078	3231.850830
8800	3408.960449	14589.099609
8900	3461.820801	22954.787109
9000	3511.254395	1592.616089
9100	3522.668457	2531.566162
9200	3594.227783	4830.654785
9300	3640.739014	9973.271484
9400	3652.932617	8777.895508
9500	3696.128906	10514.942383
9600	3741.256836	27859.525391
9700	3830.377930	14816.216797
9800	3818.339844	16082.130859
9900	3868.621338	16171.724609
